iso3,country,year,avg_download_mbps,gdp_pc_usd
ARE,United Arab Emirates,2021,195.11,43360.0211001327
ARG,Argentina,2021,57.49,10738.0179223384
ARM,Armenia,2021,37.21,4685.17997128509
ATG,Antigua and Barbuda,2021,17.11,17348.6006987182
AUS,Australia,2021,85.57,60607.7788605166
AUT,Austria,2021,93.77,53648.7190742245
AZE,Azerbaijan,2021,25.36,5408.04535175023
BDI,Burundi,2021,9.72,214.091455416133
BEL,Belgium,2021,121.81,51658.238294958
BEN,Benin,2021,16.81,1318.65158107487
BFA,Burkina Faso,2021,25.52,895.535288442991
BGD,Bangladesh,2021,38.98,2482.84917843357
BGR,Bulgaria,2021,79.19,12972.2173356002
BHR,Bahrain,2021,74.21,27147.8083882286
BHS,Bahamas,2021,55.89,30367.8605757708
BIH,Bosnia and Herzegovina,2021,43.1,7295.3438240957
BLR,Belarus,2021,68.84,7489.71894713888
BLZ,Belize,2021,41.45,6122.61158580079
BOL,Bolivia,2021,27.06,3384.84486462654
BRA,Brazil,2021,108.88,7972.5366498646
BRB,Barbados,2021,110.25,18696.7858952957
BRN,Brunei,2021,33.94,31006.9636220576
BTN,Bhutan,2021,21.79,3570.61257980872
BWA,Botswana,2021,10.35,7807.88794500125
CAN,Canada,2021,176.46,52886.6616372703
CHE,Switzerland,2021,222.0,93664.7736696111
CHL,Chile,2021,209.83,16206.8325493421
CHN,China,2021,193.15,12887.4357242941
CIV,Côte d'Ivoire,2021,35.41,2455.98127626488
CMR,Cameroon,2021,16.6,1672.32657340872
COD,DR Congo,2021,11.46,558.034077296358
COG,Congo,2021,24.12,2516.16255145432
COL,Colombia,2021,68.44,6222.62164397614
CPV,Cape Verde,2021,23.78,3971.44409203423
CRI,Costa Rica,2021,57.27,12838.1185359009
CYP,Cyprus,2021,50.45,33734.03515625
CZE,Czechia,2021,86.29,27696.4619527544
DEU,Germany,2021,130.76,52265.6541620571
DJI,Djibouti,2021,17.75,3025.91126413549
DMA,Dominica,2021,34.42,8376.40414141113
DNK,Denmark,2021,216.13,69727.9873677012
DOM,Dominican Republic,2021,31.85,8527.0754858205
DZA,Algeria,2021,9.95,4160.55926736925
ECU,Ecuador,2021,37.53,6061.32350181711
EGY,Egypt,2021,44.09,3827.35415374308
ESP,Spain,2021,187.36,30799.4775937775
EST,Estonia,2021,82.82,27953.7670230126
ETH,Ethiopia,2021,14.44,910.947887074508
FIN,Finland,2021,131.02,53099.1351400148
FJI,Fiji,2021,21.28,4696.17103944634
FRA,France,2021,201.61,43725.0999521245
FSM,Micronesia,2021,16.56,3508.22356270221
GAB,Gabon,2021,20.62,8181.40914134398
GBR,United Kingdom,2021,95.79,46926.475736105
GEO,Georgia,2021,26.73,5083.60695484577
GHA,Ghana,2021,49.55,2445.18662529344
GMB,Gambia,2021,10.09,781.890925169531
GNQ,Equatorial Guinea,2021,12.17,6945.63069794539
GRC,Greece,2021,35.03,20654.7001960815
GRD,Grenada,2021,56.44,9622.24050459345
GTM,Guatemala,2021,23.82,4912.62225721201
GUY,Guyana,2021,63.2,9860.87014834386
HKG,Hong Kong (SAR),2021,254.4,49770.5642374739
HND,Honduras,2021,26.17,2735.14751503977
HRV,Croatia,2021,55.36,17789.9304736722
HTI,Haiti,2021,14.93,1835.44394078496
HUN,Hungary,2021,201.55,19030.628130329
IDN,Indonesia,2021,26.95,4287.17313995098
IND,India,2021,62.45,2239.61384367482
IRL,Ireland,2021,117.4,103961.976350649
IRN,Iran,2021,21.35,4334.79268631354
IRQ,Iraq,2021,33.13,4868.49431080783
ISR,Israel,2021,164.24,52270.9040241956
ITA,Italy,2021,94.3,36852.5425414951
JAM,Jamaica,2021,40.0,5165.33782130331
JOR,Jordan,2021,82.44,4183.49998326866
JPN,Japan,2021,180.35,40094.5599795288
KAZ,Kazakhstan,2021,61.05,9983.60103576902
KEN,Kenya,2021,17.41,2061.35622089594
KGZ,Kyrgyzstan,2021,47.91,1349.99730650542
KHM,Cambodia,2021,25.82,2167.40324198499
KNA,Saint Kitts and Nevis,2021,32.78,18361.1449697886
KOR,South Korea,2021,216.67,35125.5224984723
KWT,Kuwait,2021,141.42,34018.6342879647
LAO,Laos,2021,47.01,2526.05105018529
LBN,Lebanon,2021,16.9,4045.37391066234
LBR,Liberia,2021,25.65,667.96610514319
LBY,Libya,2021,16.53,4935.82787349801
LCA,Saint Lucia,2021,49.5,10459.1321248092
LIE,Liechtenstein,2021,194.77,201944.830335076
LKA,Sri Lanka,2021,26.05,3996.96240014909
LSO,Lesotho,2021,25.59,1066.58643600093
LTU,Lithuania,2021,135.65,23870.4594851722
LUX,Luxembourg,2021,173.16,134965.815442152
LVA,Latvia,2021,133.91,20261.8887788916
MAC,Macau (SAR),2021,170.84,45376.314586156
MAR,Morocco,2021,26.4,3785.93627929688
MCO,Monaco,2021,242.89,223823.363960226
MDA,Moldova,2021,139.61,5274.60582195352
MDG,Madagascar,2021,45.98,483.469463351371
MDV,Maldives,2021,23.72,10176.143882547
MEX,Mexico,2021,53.04,10314.0506725979
MHL,Marshall Islands,2021,42.6,6258.61193705127
MKD,North Macedonia,2021,38.84,7620.80296977508
MLI,Mali,2021,19.99,1027.27345365357
MLT,Malta,2021,142.07,38065.354346575
MMR,Myanmar (Burma),2021,19.78,1242.72134419599
MNE,Montenegro,2021,47.39,9377.48879714989
MNG,Mongolia,2021,50.52,4517.61578018785
MOZ,Mozambique,2021,8.84,509.907829475551
MRT,Mauritania,2021,11.08,1947.78918383313
MUS,Mauritius,2021,23.87,9068.97300226707
MWI,Malawi,2021,13.72,617.447520802454
MYS,Malaysia,2021,103.28,10903.1116425938
NAM,Namibia,2021,18.16,4412.8355693052
NGA,Nigeria,2021,18.15,2017.27486481527
NIC,Nicaragua,2021,30.26,2138.38588469449
NLD,Netherlands,2021,161.85,60141.9880911492
NOR,Norway,2021,161.61,93072.8925119571
NPL,Nepal,2021,30.49,1252.75076731986
NZL,New Zealand,2021,164.16,49689.498134519
OMN,Oman,2021,65.3,19403.4600160211
PAK,Pakistan,2021,13.5,1455.31922370186
PAN,Panama,2021,131.35,15509.8069109784
PER,Peru,2021,57.97,6826.20255614477
PHL,Philippines,2021,72.56,3484.38593882819
PNG,Papua New Guinea,2021,16.4,2607.57861874444
POL,Poland,2021,147.45,18635.5088812509
PRT,Portugal,2021,145.96,24711.4510062111
PRY,Paraguay,2021,72.94,5976.9317978996
PSE,Palestine,2021,25.02,3678.63565662194
QAT,Qatar,2021,109.57,71751.8831257169
ROU,Romania,2021,217.91,14986.7854904274
RUS,Russia,2021,93.37,12425.029296875
RWA,Rwanda,2021,18.45,829.544845639777
SAU,Saudi Arabia,2021,91.65,31920.7653655643
SDN,Sudan,2021,9.02,712.122009277344
SEN,Senegal,2021,34.68,1598.10676952274
SGP,Singapore,2021,262.2,80056.1288247844
SLE,Sierra Leone,2021,12.13,886.192939104469
SLV,El Salvador,2021,26.41,4642.60743101342
SMR,San Marino,2021,114.24,54168.9828262684
SOM,Somalia,2021,14.66,549.114742721701
SRB,Serbia,2021,80.59,9680.52798074468
SUR,Suriname,2021,14.93,5029.84838543953
SVK,Slovakia,2021,106.12,22132.4483028948
SVN,Slovenia,2021,111.74,29187.369382785
SWE,Sweden,2021,167.29,61174.9680215622
SWZ,Swaziland,2021,10.62,3966.29863253832
SYC,Seychelles,2021,33.27,14982.9111487767
SYR,Syria,2021,10.73,663.614245706815
TGO,Togo,2021,20.61,939.613373786407
THA,Thailand,2021,221.0,7057.20754802279
TJK,Tajikistan,2021,33.85,896.748053372182
TKM,Turkmenistan,2021,4.49,7051.20211079213
TTO,Trinidad and Tobago,2021,87.42,17679.1812561341
TUN,Tunisia,2021,10.3,3906.93926319391
TUR,Türkiye,2021,40.58,9743.21277804855
TZA,Tanzania,2021,17.93,1159.85656738281
UGA,Uganda,2021,14.62,882.791717442001
UKR,Ukraine,2021,73.89,4775.94580078125
URY,Uruguay,2021,61.23,17881.818721099
USA,United States,2021,199.0,71307.4017277218
UZB,Uzbekistan,2021,40.64,2258.51964119278
VCT,Saint Vincent and the Grenadines,2021,50.8,8641.27904024443
VNM,Vietnam,2021,75.3,3704.1935590038
VUT,Vanuatu,2021,15.44,3211.71947349318
XKX,Kosovo,2021,60.86,5270.42965289833
ZAF,South Africa,2021,53.6,6843.39941886204
ZMB,Zambia,2021,10.69,1127.16077872857
ZWE,Zimbabwe,2021,14.86,1724.38727102272
AFG,Afghanistan,2022,1.9,357.261152798144
AGO,Angola,2022,12.84,2929.69445467272
ALB,Albania,2022,33.67,6846.42669381643
AND,Andorra,2022,85.92,42414.0590092117
ARE,United Arab Emirates,2022,127.16,49899.0652975197
ARG,Argentina,2022,47.19,13935.6811110049
ARM,Armenia,2022,36.27,6571.97445545099
ATG,Antigua and Barbuda,2022,20.85,20105.1989085164
AUS,Australia,2022,52.62,64997.0136536475
AUT,Austria,2022,62.74,52176.6649141178
AZE,Azerbaijan,2022,22.15,7770.594223351
BDI,Burundi,2022,5.07,250.634225368744
BEL,Belgium,2022,83.63,50822.2518538518
BEN,Benin,2022,14.77,1266.42710981159
BFA,Burkina Faso,2022,40.01,836.118304593682
BGD,Bangladesh,2022,32.99,2716.48592780431
BGR,Bulgaria,2022,57.23,13999.6719197289
BHR,Bahrain,2022,48.58,30470.5219276023
BHS,Bahamas,2022,41.64,34957.1613279737
BIH,Bosnia and Herzegovina,2022,22.98,7655.59421024383
BLR,Belarus,2022,51.3,7994.64806074889
BLZ,Belize,2022,40.65,7068.45478269722
BOL,Bolivia,2022,22.6,3643.92826984604
BRA,Brazil,2022,94.36,9281.33334441234
BRB,Barbados,2022,81.29,22164.0260273876
BRN,Brunei,2022,41.79,36632.9280421411
BTN,Bhutan,2022,11.99,3711.32767981591
BWA,Botswana,2022,6.97,8328.70905682185
CAN,Canada,2022,111.76,56256.8007264015
CHE,Switzerland,2022,122.76,94394.5106803525
CHL,Chile,2022,211.43,15405.6165774073
CHN,China,2022,178.73,12970.6056414327
CIV,Côte d'Ivoire,2022,30.15,2333.37128334477
CMR,Cameroon,2022,6.79,1604.87726954895
COD,DR Congo,2022,9.95,642.612267148918
COG,Congo,2022,27.94,2620.83804304713
COL,Colombia,2022,84.66,6680.44506854481
CPV,Cape Verde,2022,14.11,4323.31362032709
CRI,Costa Rica,2022,57.73,13625.9008491478
CYP,Cyprus,2022,33.44,33894.44921875
CZE,Czechia,2022,48.15,28282.2236715857
DEU,Germany,2022,75.09,49686.1154582583
DJI,Djibouti,2022,8.27,3133.25779772463
DMA,Dominica,2022,69.57,9323.66089490562
DNK,Denmark,2022,156.06,68091.3191138669
DOM,Dominican Republic,2022,17.03,10104.2449349081
DZA,Algeria,2022,10.84,4961.55257664733
ECU,Ecuador,2022,43.19,6515.58528418336
EGY,Egypt,2022,45.46,4233.30783744856
ESP,Spain,2022,131.55,30270.2687017458
EST,Estonia,2022,51.35,28451.1477825175
ETH,Ethiopia,2022,4.06,1011.07332413462
FIN,Finland,2022,92.12,50440.560224974
FJI,Fiji,2022,13.98,5405.03006162671
FRA,France,2022,105.23,41082.8119320747
FSM,Micronesia,2022,10.24,3710.12448453257
GAB,Gabon,2022,40.58,8409.20741452279
GBR,United Kingdom,2022,66.22,46062.9914079698
GEO,Georgia,2022,24.72,6729.84659930283
GHA,Ghana,2022,24.59,2229.89122647803
GIN,Guinea,2022,5.91,1416.59612011764
GMB,Gambia,2022,5.92,836.244875582631
GNQ,Equatorial Guinea,2022,6.29,7589.29964909381
GRC,Greece,2022,32.29,20971.8349258283
GRD,Grenada,2022,58.08,10535.4588771454
GTM,Guatemala,2022,25.52,5358.70127494396
GUY,Guyana,2022,50.93,17913.4928066879
HKG,Hong Kong (SAR),2022,179.58,48825.8441873536
HND,Honduras,2022,28.56,3003.28996826399
HRV,Croatia,2022,31.09,18466.0955472648
HTI,Haiti,2022,15.0,1760.62635668777
HUN,Hungary,2022,101.08,18483.6366867035
IDN,Indonesia,2022,22.35,4730.83484836107
IND,India,2022,48.29,2347.44829434623
IRL,Ireland,2022,70.49,105234.511567597
IRN,Iran,2022,10.02,4405.09291519791
IRQ,Iraq,2022,20.14,6520.73154560584
ISR,Israel,2022,94.68,54949.621556429
ITA,Italy,2022,48.78,35653.9042103495
JAM,Jamaica,2022,40.83,6022.15339791763
JOR,Jordan,2022,70.44,4332.25159897931
JPN,Japan,2022,131.86,34065.6438962526
KAZ,Kazakhstan,2022,38.22,11255.3396437881
KEN,Kenya,2022,8.98,2109.56288513137
KGZ,Kyrgyzstan,2022,48.46,1739.72018344174
KHM,Cambodia,2022,19.47,2325.03050040841
KNA,Saint Kitts and Nevis,2022,29.76,20985.0112160159
KOR,South Korea,2022,109.1,32394.6833725203
KWT,Kuwait,2022,114.17,39981.7690981957
LAO,Laos,2022,27.92,2046.40440255621
LBN,Lebanon,2022,6.72,3654.35845534878
LBR,Liberia,2022,7.98,744.617175237387
LBY,Libya,2022,8.06,5986.63694851258
LCA,Saint Lucia,2022,76.66,13103.8243147472
LIE,Liechtenstein,2022,110.77,186821.881757157
LKA,Sri Lanka,2022,19.53,3342.63650253855
LSO,Lesotho,2022,16.95,1030.12579628833
LTU,Lithuania,2022,87.21,25085.784063499
LUX,Luxembourg,2022,93.22,123719.658915996
LVA,Latvia,2022,61.62,20227.2307431581
MAC,Macau (SAR),2022,157.54,36909.9564090312
MAR,Morocco,2022,15.19,3455.39624023438
MCO,Monaco,2022,126.72,226052.001905201
MDA,Moldova,2022,104.92,5744.29618434435
MDG,Madagascar,2022,24.7,503.514533472879
MDV,Maldives,2022,9.69,11786.0091545343
MEX,Mexico,2022,48.45,11402.1410374782
MKD,North Macedonia,2022,27.3,7606.2375253797
MLI,Mali,2022,22.76,969.72220560562
MLT,Malta,2022,87.36,36224.2819955817
MMR,Myanmar (Burma),2022,19.05,1158.05005034332
MNE,Montenegro,2022,38.26,9990.20444616996
MNG,Mongolia,2022,50.85,4993.51487463495
MOZ,Mozambique,2022,5.81,578.251663751351
MRT,Mauritania,2022,14.56,1960.35240077424
MUS,Mauritius,2022,25.08,10223.7882316574
MWI,Malawi,2022,8.87,604.269751184515
MYS,Malaysia,2022,85.08,11748.0919307944
NAM,Namibia,2022,7.69,4349.79908493314
NER,Niger,2022,4.23,609.745147661683
NGA,Nigeria,2022,9.7,2139.37478476974
NIC,Nicaragua,2022,41.15,2322.89053964583
NLD,Netherlands,2022,106.51,59123.318556487
NOR,Norway,2022,100.89,109269.520580298
NPL,Nepal,2022,47.45,1385.91066274851
NZL,New Zealand,2022,133.44,48760.0381935936
OMN,Oman,2022,55.05,23223.5829405935
PAK,Pakistan,2022,10.18,1538.3228133171
PAN,Panama,2022,107.86,17332.4360742988
PER,Peru,2022,53.98,7350.63034300417
PHL,Philippines,2022,78.33,3548.06930572116
PNG,Papua New Guinea,2022,9.57,3102.28968594061
POL,Poland,2022,91.24,18891.213529396
PRT,Portugal,2022,100.32,24620.519556875
PRY,Paraguay,2022,63.51,6205.6259537937
PSE,Palestine,2022,51.63,3799.95527015163
QAT,Qatar,2022,86.88,88701.463352273
ROU,Romania,2022,123.31,15557.8826247584
RUS,Russia,2022,71.86,15619.6142578125
RWA,Rwanda,2022,9.48,975.469323979541
SAU,Saudi Arabia,2022,83.35,38510.2276211037
SDN,Sudan,2022,4.6,1046.24084472656
SEN,Senegal,2022,20.7,1574.0281059306
SGP,Singapore,2022,219.01,90299.0694637269
SLE,Sierra Leone,2022,10.46,860.774590932595
SLV,El Salvador,2022,26.03,5074.60210221806
SMR,San Marino,2022,59.45,54264.570495898
SOM,Somalia,2022,7.47,573.128092472349
SRB,Serbia,2022,53.72,10022.9688543402
SUR,Suriname,2022,11.59,6084.43876736445
SVK,Slovakia,2022,51.89,21334.6011006572
SVN,Slovenia,2022,69.64,28373.8382265999
SWE,Sweden,2022,98.45,55296.9371472535
SWZ,Swaziland,2022,5.23,3889.65276959161
SYC,Seychelles,2022,31.78,16836.6721895387
SYR,Syria,2022,3.06,1051.67149587463
TGO,Togo,2022,33.72,898.758154410712
THA,Thailand,2022,188.75,6909.35281815827
TJK,Tajikistan,2022,31.78,1052.17949484894
TKM,Turkmenistan,2022,2.18,8156.35211950774
TLS,East Timor,2022,4.83,2343.24523350389
TTO,Trinidad and Tobago,2022,77.74,20874.37682915
TUN,Tunisia,2022,7.83,3708.8481241036
TUR,Türkiye,2022,29.43,10674.504157865
TZA,Tanzania,2022,11.12,1207.85302734375
UGA,Uganda,2022,10.01,963.067314233497
UKR,Ukraine,2022,55.32,4199.6708984375
URY,Uruguay,2022,94.6,20818.6146091144
USA,United States,2022,167.36,77860.9112908848
UZB,Uzbekistan,2022,41.84,2578.66689394219
VCT,Saint Vincent and the Grenadines,2022,69.54,9693.55867833025
VNM,Vietnam,2022,80.28,4147.69777213621
VUT,Vanuatu,2022,7.89,3292.34108821237
XKX,Kosovo,2022,45.81,5290.94747224687
ZAF,South Africa,2022,36.11,6523.41097815853
ZMB,Zambia,2022,7.0,1447.12310138035
ZWE,Zimbabwe,2022,6.79,2040.54658705395
AFG,Afghanistan,2023,2.84,413.757894705303
AGO,Angola,2023,15.96,2309.53413042773
ALB,Albania,2023,46.47,8575.17134637222
AND,Andorra,2023,93.94,46812.4484486309
ARE,United Arab Emirates,2023,240.25,49040.6947521035
ARG,Argentina,2023,68.66,14187.4827252965
ARM,Armenia,2023,44.96,8125.27395754003
ATG,Antigua and Barbuda,2023,34.27,21494.5474000727
AUS,Australia,2023,54.08,64835.9199754535
AUT,Austria,2023,69.6,56033.573792065
AZE,Azerbaijan,2023,28.7,7133.02838048328
BDI,Burundi,2023,5.43,192.074305359351
BEL,Belgium,2023,91.35,54690.0942734964
BEN,Benin,2023,24.31,1394.17784663045
BFA,Burkina Faso,2023,42.8,882.689810086163
BGD,Bangladesh,2023,39.23,2551.01773827307
BGR,Bulgaria,2023,67.47,15883.8618545581
BHR,Bahrain,2023,80.03,29290.1284215098
BHS,Bahamas,2023,55.0,38231.774484278
BIH,Bosnia and Herzegovina,2023,24.47,8663.02322987879
BLR,Belarus,2023,51.76,7896.75388295584
BLZ,Belize,2023,43.13,7459.99815132837
BOL,Bolivia,2023,26.23,3686.27996442176
BRA,Brazil,2023,126.89,10377.5892792557
BRB,Barbados,2023,94.66,23804.0249914995
BRN,Brunei,2023,49.52,32890.5492465722
BTN,Bhutan,2023,12.9,3839.4093039286
BWA,Botswana,2023,8.26,7826.35376483298
CAN,Canada,2023,153.39,54220.3285039875
CHE,Switzerland,2023,160.81,100631.802755125
CHL,Chile,2023,240.43,17067.0364799154
CHN,China,2023,200.53,12951.1782397043
CIV,Côte d'Ivoire,2023,57.72,2554.67304885576
CMR,Cameroon,2023,9.83,1736.86091073524
COD,DR Congo,2023,11.91,633.395661686298
COG,Congo,2023,43.73,2477.97845477092
COL,Colombia,2023,99.19,7000.83660501046
CPV,Cape Verde,2023,17.39,4861.29184126229
CRI,Costa Rica,2023,79.9,16942.0268119304
CYP,Cyprus,2023,59.62,36551.41796875
CZE,Czechia,2023,60.35,31591.0568216357
DEU,Germany,2023,85.0,53940.4073447462
DJI,Djibouti,2023,22.42,3397.52015779588
DMA,Dominica,2023,86.66,9912.96212766668
DNK,Denmark,2023,199.5,68453.8769281145
DOM,Dominican Republic,2023,26.87,10630.431743829
DZA,Algeria,2023,11.3,5364.02795022731
ECU,Ecuador,2023,68.95,6737.84748379638
EGY,Egypt,2023,54.32,3456.78968456253
ESP,Spain,2023,176.74,33509.0127982139
EST,Estonia,2023,67.69,30133.304450454
FIN,Finland,2023,97.75,52821.5114340717
FJI,Fiji,2023,16.64,5888.73667332429
FRA,France,2023,169.65,44690.9345395117
FSM,Micronesia,2023,10.81,3941.37247887414
GAB,Gabon,2023,34.2,8071.39777400455
GBR,United Kingdom,2023,77.61,49200.8101526146
GEO,Georgia,2023,25.4,8283.66960652261
GHA,Ghana,2023,35.42,2383.90410483418
GIN,Guinea,2023,10.11,1555.49375806861
GMB,Gambia,2023,7.23,888.157407441902
GRC,Greece,2023,38.82,23400.7278817691
GRD,Grenada,2023,81.18,11308.2874249451
GTM,Guatemala,2023,43.81,5758.30876298845
GUY,Guyana,2023,59.37,20473.7002190617
HKG,Hong Kong (SAR),2023,243.59,50565.4647717265
HND,Honduras,2023,37.42,3227.45762509776
HRV,Croatia,2023,36.82,21865.4562838641
HTI,Haiti,2023,33.87,1705.75808460999
HUN,Hungary,2023,134.08,22312.1790289763
IDN,Indonesia,2023,28.28,4876.30774512252
IND,India,2023,54.17,2530.12031278204
IRL,Ireland,2023,91.25,103887.800388081
IRN,Iran,2023,11.92,4465.63766853306
IRQ,Iraq,2023,27.32,5965.31835077761
ISL,Iceland,2023,173.45,79960.0961535662
ISR,Israel,2023,159.29,52003.7200729997
ITA,Italy,2023,59.91,39065.4244365633
JAM,Jamaica,2023,60.85,6839.72502408181
JOR,Jordan,2023,96.98,4466.08314208575
JPN,Japan,2023,143.18,33836.1756271617
KAZ,Kazakhstan,2023,47.01,12879.4275257974
KEN,Kenya,2023,10.38,1952.30457929636
KGZ,Kyrgyzstan,2023,52.77,2138.22210211478
KHM,Cambodia,2023,23.81,2429.74853452838
KNA,Saint Kitts and Nevis,2023,49.53,22600.4502299468
KOR,South Korea,2023,119.58,33121.3712885508
KWT,Kuwait,2023,151.94,34075.8490439847
LAO,Laos,2023,31.83,2066.94979776957
LBN,Lebanon,2023,7.58,3477.72489842684
LBR,Liberia,2023,6.35,799.194470229642
LBY,Libya,2023,8.68,6172.81246940233
LCA,Saint Lucia,2023,85.59,13554.7684784933
LIE,Liechtenstein,2023,135.28,207973.617746758
LKA,Sri Lanka,2023,19.67,3798.89016573011
LSO,Lesotho,2023,20.57,916.282970463888
LTU,Lithuania,2023,94.5,27786.0057829276
LUX,Luxembourg,2023,102.2,131407.681364513
LVA,Latvia,2023,70.97,22675.5786295407
MAC,Macau (SAR),2023,158.27,67476.5290813306
MAR,Morocco,2023,20.29,3771.4462890625
MCO,Monaco,2023,156.76,256580.515122745
MDA,Moldova,2023,105.92,6799.58594644576
MDG,Madagascar,2023,29.81,508.718427705736
MDV,Maldives,2023,12.78,12530.3602359683
MEX,Mexico,2023,61.37,13826.1306570122
MKD,North Macedonia,2023,37.12,8624.28400232117
MLI,Mali,2023,20.0,1035.86242628411
MLT,Malta,2023,106.58,40182.4313854634
MMR,Myanmar (Burma),2023,19.56,1233.19666209269
MNE,Montenegro,2023,47.26,12077.3747094687
MNG,Mongolia,2023,58.57,5838.63108083902
MOZ,Mozambique,2023,10.37,622.985619320596
MRT,Mauritania,2023,21.3,2120.82318421747
MUS,Mauritius,2023,36.18,11182.186568616
MWI,Malawi,2023,13.61,602.343619809252
MYS,Malaysia,2023,98.48,11379.0851923557
NAM,Namibia,2023,13.41,4187.60500350786
NER,Niger,2023,5.23,638.336080723299
NGA,Nigeria,2023,16.39,1596.63696129001
NIC,Nicaragua,2023,51.22,2609.44492072931
NLD,Netherlands,2023,136.34,64572.0059558854
NOR,Norway,2023,109.59,87497.3289297342
NPL,Nepal,2023,60.25,1382.33055769304
NZL,New Zealand,2023,167.56,48654.904227478
OMN,Oman,2023,64.2,20972.4830886637
PAK,Pakistan,2023,11.85,1365.16927410976
PAN,Panama,2023,147.32,18686.4050961265
PER,Peru,2023,89.34,7887.54185920108
PHL,Philippines,2023,88.81,3804.08274131097
PNG,Papua New Guinea,2023,12.06,2966.06830432055
POL,Poland,2023,109.01,22145.2643088909
PRT,Portugal,2023,126.09,27386.2920595024
PRY,Paraguay,2023,78.05,6299.99026533643
PSE,Palestine,2023,64.78,3455.02852911712
QAT,Qatar,2023,153.89,80195.8746508549
ROU,Romania,2023,160.32,18404.2730871704
RUS,Russia,2023,80.52,14159.3876953125
RWA,Rwanda,2023,33.08,1027.03446804432
SAU,Saudi Arabia,2023,95.13,36156.848337701
SDN,Sudan,2023,6.5,797.283447265625
SEN,Senegal,2023,23.21,1698.03387300843
SGP,Singapore,2023,254.65,85412.230345235
SLE,Sierra Leone,2023,13.95,757.848680560444
SLV,El Salvador,2023,48.94,5365.44491399171
SOM,Somalia,2023,9.29,597.458854603043
SRB,Serbia,2023,65.13,12281.5058488303
SUR,Suriname,2023,11.33,5494.07409425517
SVK,Slovakia,2023,67.76,24673.5482979144
SVN,Slovenia,2023,81.99,32610.110922729
SWE,Sweden,2023,107.2,55567.0890080496
SWZ,Swaziland,2023,7.79,3741.69010745416
SYC,Seychelles,2023,29.67,18262.7115849287
SYR,Syria,2023,4.32,847.372723418531
TGO,Togo,2023,26.47,985.697512629974
THA,Thailand,2023,212.68,7195.10130919449
TJK,Tajikistan,2023,20.96,1178.47990060249
TKM,Turkmenistan,2023,4.69,8232.65225980002
TLS,East Timor,2023,4.38,1502.51964514186
TTO,Trinidad and Tobago,2023,100.2,18639.259241294
TUN,Tunisia,2023,8.53,3950.3753419816
TUR,Türkiye,2023,34.61,13105.6585004778
TZA,Tanzania,2023,16.49,1224.48962402344
UGA,Uganda,2023,11.69,1002.30913908852
UKR,Ukraine,2023,69.92,5139.59814453125
URY,Uruguay,2023,144.28,23019.4221560046
USA,United States,2023,210.4,82304.6204272866
UZB,Uzbekistan,2023,51.95,2878.96879292451
VCT,Saint Vincent and the Grenadines,2023,84.01,10582.3656725229
VNM,Vietnam,2023,93.11,4323.35031982451
VUT,Vanuatu,2023,10.06,3515.23633611798
XKX,Kosovo,2023,54.64,6221.20365212094
ZAF,South Africa,2023,43.45,6022.54254192335
ZMB,Zambia,2023,12.16,1330.72780576709
ZWE,Zimbabwe,2023,8.98,2156.03409322984
AGO,Angola,2024,18.58,2122.08368991872
ALB,Albania,2024,62.71,10011.6279856667
ARE,United Arab Emirates,2024,297.62,49377.5643384379
ARG,Argentina,2024,88.03,13858.2039802008
ARM,Armenia,2024,56.54,8500.60522486719
ATG,Antigua and Barbuda,2024,40.58,23725.7903725506
AUS,Australia,2024,71.87,64407.484256932
AUT,Austria,2024,92.86,56833.1960472053
AZE,Azerbaijan,2024,45.47,7283.83562954872
BEL,Belgium,2024,100.82,55954.6106261018
BEN,Benin,2024,22.48,1485.38018980894
BFA,Burkina Faso,2024,45.8,987.321378101867
BGD,Bangladesh,2024,48.14,2593.41607390407
BGR,Bulgaria,2024,77.6,17412.4115085691
BHR,Bahrain,2024,84.66,30048.2177718844
BHS,Bahamas,2024,63.11,39455.4466548546
BIH,Bosnia and Herzegovina,2024,30.74,8957.37294188215
BLR,Belarus,2024,61.05,8316.64776291533
BLZ,Belize,2024,44.74,8429.67959707387
BOL,Bolivia,2024,42.45,4001.21133990795
BRA,Brazil,2024,170.42,10280.3148624429
BRB,Barbados,2024,99.09,25365.7949424181
BRN,Brunei,2024,77.75,33417.8357740437
BWA,Botswana,2024,8.53,7695.2420641819
CAN,Canada,2024,188.2,54282.6176051733
CHE,Switzerland,2024,203.5,103669.872008144
CHL,Chile,2024,265.62,16709.8893972307
CHN,China,2024,189.49,13303.1481543868
CIV,Côte d'Ivoire,2024,62.04,2709.89511641252
CMR,Cameroon,2024,9.94,1762.3683508844
COD,DR Congo,2024,38.03,647.435704836002
COG,Congo,2024,35.94,2482.24894743495
COL,Colombia,2024,144.98,7913.98801464547
CPV,Cape Verde,2024,10.7,5272.85253011419
CRI,Costa Rica,2024,96.65,18587.1532203614
CYP,Cyprus,2024,86.1,38654.16796875
CZE,Czechia,2024,69.55,31706.6234229743
DEU,Germany,2024,90.63,55800.2194549412
DJI,Djibouti,2024,17.08,3496.47111876763
DMA,Dominica,2024,93.74,10405.2787777582
DNK,Denmark,2024,219.23,71851.7562131368
DOM,Dominican Republic,2024,36.1,10875.6618443092
DZA,Algeria,2024,14.26,5631.17999109851
ECU,Ecuador,2024,93.79,6874.705739766
EGY,Egypt,2024,76.48,3338.47371395895
